"topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9","topic_10","topic_11","topic_12","topic_13","topic_14","topic_15","topic_16","topic_17","topic_18","topic_19","topic_20","topic_21","topic_22","topic_23","topic_24","topic_25","topic_26","topic_27","topic_28","topic_29","topic_30","topic_31","topic_32","topic_33","topic_34","topic_35","topic_36","topic_37","topic_38","topic_39","topic_40","topic_41","topic_42","topic_43","topic_44","topic_45","topic_46","topic_47","topic_48","topic_49","topic_50","msoa11cd"
0.1119,0,1e-04,6e-04,0.0054,3e-04,1e-04,0.062,4e-04,0.0129,4e-04,0,1e-04,0,2e-04,0,0,0.0325,0,0,0.0278,2e-04,0.0109,0,0,0.1177,0.0329,0,0.0053,0,0,0.2322,0.0029,0,0,0,0.0145,0.0029,0,0,0.1674,0.0527,2e-04,0.014,0,0,0.0313,0,3e-04,0.06,"E02005757"
0,0,0.0039,4e-04,3e-04,0.0713,0,0,0.0018,0,0,0,1e-04,0.0077,0,3e-04,0.1266,0,3e-04,0.0017,0.0025,0.0121,0.0189,1e-04,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0.4314,0,0.0084,0.0174,0,0,0.0906,3e-04,0,0,0.1943,0,0,"E02005758"
6e-04,0.0019,3e-04,0,0,0.048,3e-04,7e-04,0,0.0075,0,0.003,0,0,0,0.0175,2e-04,0,0.0019,0.0027,0.1287,0.1737,0.1186,0.0013,0.0117,0.0734,0.0063,0,0,0,0.2354,0,0,0.0171,0.1088,0.0011,0,0,0.005,0,0,0.0296,0,2e-04,0,0,0,0.0014,0.0027,1e-04,"E02005759"
0.1851,0,0.218,0,0.0063,0.018,0.0041,0,0.0024,0,0,1e-04,0,0.0179,0,0.2065,0,0,0.1526,0,0.0254,0,0,0,0.0065,0,0.049,9e-04,0.0207,0.0013,3e-04,0,0.0069,0.0036,0,0,5e-04,0.001,0,0,0.0639,0,0.0059,0.0018,0,0,5e-04,7e-04,0,0,"E02005760"
0,0,0,0.0094,0,9e-04,0,0,0.0031,0,0.1778,0.028,1e-04,0,8e-04,0,0.2175,0.0149,0.022,0.0276,0,0,0,1e-04,0.0336,1e-04,0.0022,1e-04,0,0.0238,0.386,2e-04,0,2e-04,0.013,2e-04,1e-04,0.0011,0,0,0.0016,0,0,0.0145,0.0094,0.0093,1e-04,0.002,0,0,"E02005761"
0.1305,0.0334,0,9e-04,0,3e-04,0,0.0131,1e-04,0.0021,1e-04,0,0,0.002,0.012,0,1e-04,0,3e-04,0.071,0,0,0.0011,0,8e-04,0.0022,0,5e-04,0.0021,0,0.0897,0.0051,0.0062,0.0184,0.0068,0,1e-04,0.5018,0.0275,0.0193,0.0059,7e-04,1e-04,9e-04,0.0447,0,0,3e-04,0,0,"E02005762"
0.0359,1e-04,0,0,0,0.0522,0.0344,0,5e-04,1e-04,0,0.0017,0.0715,5e-04,0,0,0,0.0021,0.0027,8e-04,0.0475,0.0291,0.0057,0,0,0,0.1292,0.009,0,0.0219,0.1945,0.0535,4e-04,0.0952,0.0048,2e-04,0,0,0.0099,0,0.0098,0,0.1552,0,0,1e-04,2e-04,0.0042,0.0273,0,"E02005763"
0.0015,0.0011,0.0085,0.0191,0,4e-04,0,0.0022,6e-04,0.0524,0.5736,2e-04,0.0068,0.0013,0,0,1e-04,0.1107,0,1e-04,0,0.0014,0.0207,0,0,1e-04,0,0,0.0046,0.0023,0.005,0.0014,0.0101,8e-04,0,0,0.0152,7e-04,0.0036,1e-04,1e-04,1e-04,0.0807,2e-04,0.0076,1e-04,0.0464,0,0,0.02,"E02005764"
0.0038,0,9e-04,0.0461,0,0,0.0695,1e-04,4e-04,0.0705,0,0.0415,0,1e-04,0,0,8e-04,0,0.002,0,0.0063,0.1317,0.0106,2e-04,0.0959,1e-04,0.0014,0.0284,6e-04,1e-04,0,0.1078,0,0.2067,0.0023,0,0,0.0142,0.0178,0,0.0018,0,0.0158,0.1216,6e-04,0,0,3e-04,0,0,"E02005765"
0.0039,0.0049,0.0061,0,0,0.2994,0.0274,0,7e-04,3e-04,0.0017,0,0.3265,0,0.0011,0,0.0044,0.0158,0,0,0,0,0,0,0.026,4e-04,0.0015,0,0.0056,0.0335,0.0074,0.0057,0.0108,0.0187,0,0,0.0446,0,0.073,0,1e-04,0.0106,0.0041,0,0,0.0055,0.0583,0.0018,1e-04,0,"E02005766"
0,0,0.1023,0,0,1e-04,0,0,0,0.0234,1e-04,6e-04,0,0,0,2e-04,1e-04,0,0.0092,0.0013,0.0086,0,0,0,3e-04,0,0.0172,0.0092,0,0,0,1e-04,0.004,0.0768,0,0,0,0,0.0281,0,0,0,0.3563,0,0,0.0028,0.3188,0,0.0403,0,"E02005767"
0.1851,0,0,0,2e-04,9e-04,6e-04,0,0,0,0.5138,1e-04,0,0,0.0016,0,0.0036,0,0,8e-04,0.0105,0,0,0.0014,0,0.0486,0,0.0115,0.0116,1e-04,2e-04,0,0.0096,0,0,0,0,0.0078,0,0,0,0.0595,2e-04,0,1e-04,4e-04,0,0,0,0.1316,"E02005768"
0.0125,0,0,2e-04,0,3e-04,0,0.0101,0.0669,0.0886,0,6e-04,0,1e-04,0,0.0098,0.0428,0,0.0017,0.0079,0.0048,0.0093,0.0227,0,2e-04,0,5e-04,0,1e-04,0,0.147,0.0046,0.0078,0,0,0,0,0,0.0347,0.0012,0,0,0.5018,0,0,0.0012,1e-04,0.0163,0,0.0059,"E02005769"
0,0,0.0183,0.053,7e-04,0,0,0.2455,1e-04,0,0.4308,0,0,0.0026,0,0,0.0462,0,0,0.0253,1e-04,0,0,0,0,0,0,0.0369,0.0019,0.0052,0.034,0,0,0,1e-04,0.0139,0.0646,0.0107,0.0016,0.0071,5e-04,0,0,0,0,3e-04,6e-04,1e-04,0,0,"E02005770"
0,0,0,0.0037,0.0076,0.002,0,0,0,0,0,5e-04,6e-04,0.0385,1e-04,0.005,2e-04,0.005,0,1e-04,0.0369,0,0.0206,1e-04,0,0.0042,0.1652,0.0024,0.0022,0.0029,0.0055,0,0,0,5e-04,0,0,1e-04,9e-04,0.529,0.0014,0,0,0.0139,0.0467,0,0.1033,2e-04,1e-04,5e-04,"E02005771"
0,3e-04,1e-04,0.0013,0,0.0444,0,0.014,0,0,0,1e-04,0.1185,0.0057,0.0013,0,2e-04,0.1749,0,0,0.0386,0.0014,4e-04,0,2e-04,0,0.0048,0,0.0087,0.0216,3e-04,1e-04,0,0,4e-04,0,1e-04,4e-04,0,0.0017,0.0325,4e-04,2e-04,0,0,0.0058,0.4503,0,4e-04,0.0709,"E02005772"
0.0044,0,0.0417,0,0.0013,0.038,0,2e-04,0.1553,1e-04,0.0146,0.0038,0,0,0.0052,0.0138,0.1362,0.0458,0.1044,0,0,0,0,0.0165,0,0,0.0188,0.0748,0,0,0.0554,0,0,0.232,0,0,0.0043,1e-04,0,0.0085,8e-04,0,0.0041,0.0122,0.0062,0.0011,2e-04,3e-04,0,0,"E02005773"
0.0773,0,0.0021,0.0077,0.001,0,0.0132,0,0,0.0349,0.0019,0,0.0289,0,0,0.0967,0.0186,0,0.151,0,0,0.0725,0.0265,0.002,0,0,0.0027,0,0,0.091,9e-04,0,0.0015,2e-04,0,0,0,0,0.0205,0,3e-04,0.0047,0,0.0227,0.0129,2e-04,0,0.0295,0.2765,0.0019,"E02005774"
0.0129,0,1e-04,0,0.097,0,0.0014,0,0.0017,0.0108,0.0026,0,0,4e-04,0,0.0031,0,0,0.0046,0.0246,0,0,0.1327,0.0658,0.0027,0,0,0,0.0035,0.0346,0,1e-04,0,0,0,0,0,0.025,0,0.2011,1e-04,2e-04,5e-04,0,0,0,0,0.1016,0.2182,0.0545,"E02005775"
0,0.0027,0,0,0,0,0,0.2434,2e-04,0,0,0,0,0,0,0.0274,0.2949,0,0,0.0156,0,0,1e-04,0,0.0031,1e-04,0,0,0,0.0689,0,0,0.0268,0.0036,0,0,0,0.0554,0.0469,0.1886,0,0.004,0,0.0018,0,1e-04,0.0164,0,0,0,"E02005776"
8e-04,0,0,0.0039,0,0,0.1211,0.0012,0,0.0691,0,0,0,6e-04,0,0,0,0,5e-04,0,0,3e-04,1e-04,0,0,0,0,0.0429,0,0,0,0,6e-04,0.0043,0.0216,0.0247,0,0,0,0,6e-04,0.2784,0.1003,0.0112,0,1e-04,0.0056,0,0.303,0.009,"E02005777"
5e-04,0.0025,0,0,0,0,0,0.1345,0,0,1e-04,0,0.0012,0,0.3545,0,0,0,0.0018,0,0,0.0012,0.1812,0,0.0011,0.0258,0,0,0.0012,0,1e-04,3e-04,0,0,0.0399,3e-04,0,0,0.0702,0.1596,1e-04,0,2e-04,0,0,2e-04,0.0188,0,0.0029,0.0019,"E02005778"
0,0.005,0,0,0,0,0,6e-04,0,0,0.0423,1e-04,0.001,0.0792,0.0067,0.0023,0.1378,0.0061,0,0,2e-04,0,0,0.0679,0,0.0496,0.0074,8e-04,0.0013,0,0.0307,0.011,0.0028,0.2313,0,0.0012,0.0044,6e-04,1e-04,0,0.2077,0.0013,0,0,0,0.0051,0.026,0,0.0687,7e-04,"E02005779"
0,0.034,0.0307,0,0,0.0051,0,0.0046,3e-04,0,2e-04,0,0.0306,4e-04,0,3e-04,0.0375,5e-04,0.1366,0.014,1e-04,0,0.1628,0.1813,9e-04,0.0092,0.0392,0.0702,0.0909,0.0015,0.0238,0.0064,0,0,1e-04,0.0259,2e-04,0,0.0037,5e-04,0.0846,0.0022,0,0,4e-04,3e-04,0,0,0,9e-04,"E02005780"
0.0293,0,0,0,1e-04,0.0331,0.0022,1e-04,0,0.0941,0.0049,0,0,0,0.0012,1e-04,0,0.0065,0,0.008,0.3743,0,6e-04,0.1282,0.0826,0,1e-04,0.002,0,0.0127,0,0,0,0.0016,0.0986,0.0219,0.0526,1e-04,4e-04,0.0012,3e-04,1e-04,0.0152,0,0,0,0.009,0.0185,6e-04,0,"E02005781"
0,0,0.0411,0.0158,0,0,9e-04,1e-04,1e-04,0.0019,0.0054,6e-04,0.0485,0,0,2e-04,6e-04,0.0032,0,0,0.0011,0,2e-04,0,0,0.0126,0,0.0035,0,0,0,0,0,0,0,0,0.0753,0.1813,0.0256,4e-04,0,0,0.1675,0,0,0.0032,0.1472,0,0.2632,0,"E02005782"
0.1661,0.0306,0.075,0,1e-04,0,0,0.0698,0.0879,0,0,1e-04,1e-04,1e-04,0,0,0,1e-04,0,0,0,0.013,0,0.0038,0.0186,0.0327,0.0076,0.0018,0.0078,0,0.044,0,2e-04,6e-04,1e-04,2e-04,4e-04,0,0,0.0363,0.3867,0.015,0,0,2e-04,0.001,0,1e-04,0,0,"E02005783"
0,0.0318,0.0046,0,0,0.1424,0,5e-04,0.1196,0,0,7e-04,0.0166,0,0,0,2e-04,0.0197,0.0936,0,0.0455,0.032,0,0,0.0285,0,0.1459,0.1636,4e-04,0.0321,0,0,0.0289,0.0157,0,0,0,0.0122,0.0521,0,0,0,0.0048,1e-04,0.0043,6e-04,1e-04,0.0034,0,0,"E02005784"
5e-04,0,0.0126,0.1788,0,0.0334,9e-04,0.0012,0,0.036,0,0.0245,0.1203,0,0,0,0,1e-04,0,0,0,0.001,0,0,0,0.0165,0,0,0,0,0.3288,0.0487,0,0,0,0,0.0047,2e-04,0,0,0.0176,0,0.0127,9e-04,0.0277,0,2e-04,0.1322,7e-04,0,"E02005785"
0,0,0,0.0014,0,0,0,6e-04,0,0.0069,0,0,0.0587,0.0271,0,0,0.0397,0,0.0324,0,0.0548,0,0.0924,0,0.1515,0,0.2914,0,0,0.0202,0,0,0,0,0.0519,0.08,0.0425,3e-04,1e-04,0.0026,0.0433,0,0,0.0021,0,0,0,0,0,0,"E02005786"
0.0206,0.0574,0,0.0144,0,0,0.0592,0.0809,0.1283,3e-04,6e-04,0.0391,0.1367,0,0.0116,0,0,0,0.0137,0,0.005,0,0,0.0019,0,2e-04,0,0,0,1e-04,0,0.0167,0.0016,0,0.0336,0,0.0171,1e-04,0.1698,0,0,0.0035,4e-04,0,0,0,0.001,0,0.1859,0,"E02005787"
0.0013,0.1507,0,0.0041,0,0,0.0118,0.0663,1e-04,0.006,0.2784,1e-04,0.1303,0,0,0,0.0013,0,4e-04,0.0092,0.001,0.0031,6e-04,0,3e-04,0,1e-04,0,0,9e-04,0.0224,0,0,0,0,0,0.0049,4e-04,0.094,0,0.0089,0.0972,0.0127,0.0011,1e-04,0.0015,0,0.0016,0.0892,0,"E02005788"
0,0.0048,0,0,0.0205,0,0,2e-04,0.0074,0,0,0.0092,0.0517,0,0.0015,0.0462,5e-04,0,0,0.2444,0.0061,0,0,0,0,6e-04,3e-04,0.0194,0.2081,0,3e-04,0,0,0,0,0,0,0.1313,0.0446,0.1477,0,0,0.023,0,9e-04,0,0.0158,0.0154,0,0,"E02005789"
0.0577,0.0304,6e-04,0.101,5e-04,0,0.0064,5e-04,0,0,2e-04,0.22,0,0,0.0322,0.2611,0,0.0034,1e-04,0,0.0135,0,0,0.0014,0,1e-04,0,0.0395,0,0,0,0,3e-04,0.0017,0.1265,0.0574,0.0259,0,0,0.0027,0,0,0,0.0016,0,0,0.0028,0,2e-04,0.0123,"E02005790"
0,0,3e-04,0,0,0.0998,0,0.0014,4e-04,0,0,0.0033,2e-04,0,0.0264,0.0192,0.0034,0.0098,0.0129,0,3e-04,0,0,0,0,0,0.064,6e-04,4e-04,0,0.1041,0.0013,0,1e-04,0,6e-04,6e-04,0,0.0854,0,0.0623,0.3235,0,0,0,0,0.0027,0,0.0166,0.1602,"E02005791"
0.0324,0.0376,0,1e-04,0.0042,6e-04,0,4e-04,1e-04,0,0.0036,0.062,0.0336,7e-04,1e-04,0.0158,0.1691,4e-04,0,0,0,0,0.0025,0,1e-04,0.1012,0.003,0.006,0.003,0,0,0.012,0,5e-04,0,0,1e-04,7e-04,0,0.046,0.0018,0.4462,0,0,0,0,0,0,0.0161,0,"E02005794"
0,0,0.0158,0.0644,1e-04,0.1313,0.0399,0,0.023,0.0827,8e-04,0,0.0156,6e-04,0,0.0568,0,0,0.0012,0,0,0.0128,0,0,0,0,0,0,0,0.0502,0,0.1433,0.1021,6e-04,0.0037,0,7e-04,0.0461,0.0075,0.0066,0,1e-04,0,0,1e-04,0,0,0.0044,0.1069,0.0823,"E02005795"
0,0,0.5344,0,0,0,0,0,0,6e-04,0,2e-04,0.0041,1e-04,0.0081,0,1e-04,0.0051,0.0123,0,0,0,0,0.0129,5e-04,3e-04,0.0022,0.0037,0,0.1181,0.0696,3e-04,0,0.1185,0,0.0158,0.0236,0,4e-04,0,0,0,0,0.0045,0.0029,0.0172,0.0302,0,0.0031,0.0109,"E02005796"
0,6e-04,0,2e-04,0.1944,0,0,0.1149,6e-04,6e-04,0,0,0,0,0.1936,0.0607,2e-04,0.0154,0,6e-04,4e-04,0.086,0,0,3e-04,1e-04,0.1565,0.0649,9e-04,0.0059,5e-04,0,0,0,0.0023,0,0,0.0015,0,0.0032,0.0233,0,0,0.0719,0,0,0,2e-04,0,0,"E02005797"
0,0,0.0024,6e-04,0.0076,0,0.4204,0.0237,0.0889,0.0048,0,0.0037,0,1e-04,0,2e-04,0,0.036,6e-04,0.0025,0,0,0,0,9e-04,2e-04,0.0032,0.0013,3e-04,0.0025,0,0.0058,0,3e-04,0.0048,0.0052,0,0.0035,0.1092,0.0012,0,0.1667,0,3e-04,0,0.0944,0.0073,0,0.0013,0,"E02005798"
0,0,0,1e-04,0.1682,3e-04,0,3e-04,0,0,0.0031,0.0016,9e-04,0.0386,0,0,1e-04,0,0,1e-04,0,0.0014,0.7435,4e-04,0,2e-04,0,0.0151,0.0185,0,1e-04,0,1e-04,1e-04,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0.0036,8e-04,0.0013,"E02005799"
0,0.0012,0,5e-04,2e-04,6e-04,0.3079,0,0.1611,1e-04,0.0341,0,0,0.0518,0.0258,0,0,7e-04,0,0,0.0194,0,0,0,0.0299,0,0.0092,0,0.004,0.0051,0,0.0369,0.0015,0.1976,0.0897,0.0114,0,0.0095,5e-04,0,4e-04,1e-04,6e-04,0,0,0,0,0,2e-04,0,"E02005800"
0,0.0173,0,0.095,3e-04,0,0.0702,2e-04,0.0044,7e-04,0,0.1099,0,0,0.0075,0,5e-04,0,0.0172,0.0015,8e-04,0.2336,0,1e-04,0,0.1971,0,0,0.0212,0.0078,0,0,0.0048,0,0,0.0607,0,4e-04,0.0738,0.0026,0,0.0111,0,1e-04,0,0.0023,0,0.0281,0.0308,0,"E02005801"
0.0018,4e-04,0,0,0,5e-04,0,7e-04,0.0056,0.046,0.1057,0.0123,0,0.0286,0.0038,0,0.0143,0.0284,0.0022,0,0.0699,0,0.2213,3e-04,0,0,0,0.0024,6e-04,0,0,0,3e-04,2e-04,0.0071,0.2204,0,0,0,0,0,0.0739,0,0,0,0.1139,0,0.0135,0.0257,0,"E02005802"
0,0.0964,0.0239,0,0,6e-04,6e-04,0.0115,0,0,0.1714,0.004,0,0,0.1048,0.0337,0,0,4e-04,0.0257,0.0195,0,0.0341,0,0.0063,0.0954,0,0.1199,0,0,0.0581,0.0113,0.0271,0.0025,0.0401,0,0.0083,0,0,0.0083,0.0473,1e-04,1e-04,0.0123,0.0149,0,0,0.0207,4e-04,0,"E02005803"
0,0,0,0.3574,0.0063,0,0,0,0,0.0082,0.171,0,0,0.0086,3e-04,0,0,0.0061,0.0121,0.0017,0,0,0,0.0256,0,0.016,0,0.0102,0,0.0959,0.0059,0.1305,0.0096,0.002,0,0,0.0043,0,0,0.0107,0,0.0131,0,0.0372,0.0653,0.001,0,0,5e-04,2e-04,"E02005804"
0.001,0.003,0,0,0,0,0.0058,0,0,0.002,0.0133,0.0061,0,0.0024,0,0.0072,0.0337,0.002,0.0572,0,0,2e-04,0.0028,0,0,0,0,0,0.0014,0.0025,0,9e-04,0.0112,2e-04,0.0948,0,0.0952,0,0,0,0,0.0014,0.0032,0.003,5e-04,2e-04,0.0543,0.0114,0.5825,4e-04,"E02005805"
0,3e-04,0.0302,0,0,8e-04,0.018,0,0,0.0136,7e-04,0.2764,0.0038,0.2314,0.0042,0.0037,0.1176,0,0,0.0204,0.0469,0,0,0,4e-04,0,0,0,0,0.0035,0.0377,0,0,0,0.008,0.0016,0.0022,0.0288,0,6e-04,1e-04,1e-04,0.12,0,0,0,0.0217,0,0.0015,0.0057,"E02005806"
0,0.0163,0.01,0,0,0.0151,0.006,0.0039,1e-04,0,0,0,0,0.0035,0,0,0.0033,0,0,0,0,0.0077,0,0,0.0603,1e-04,1e-04,0.0047,0,0,0.2666,0.0111,0,1e-04,0.1442,0,0,0,0,0.1117,0.2013,0.0431,0,0,2e-04,0,0.0243,0.0664,0,0,"E02005807"
0,0,0,0.0269,0,0,0,0,0.0118,0.0442,0,0,8e-04,0,4e-04,0,0,0,0,0,0,0.004,0,0.0117,0.0016,0,4e-04,0.0508,0,0,0,0.1141,1e-04,0.0018,0.0409,0,0.0508,0.0512,0,0.0717,0,0.0177,0,0.1555,0.1907,0,0,0,0.1516,0.0012,"E02005808"
0.001,0,0,0,0,7e-04,0.0429,0,0.0018,0,1e-04,0.2349,0,0.1108,1e-04,0,0.0066,0.2215,0,0.0065,0.0775,0,0,0,0.0106,0,0,2e-04,0.0126,8e-04,0.002,0,7e-04,2e-04,2e-04,0.0011,0,0.0446,0.0026,0,0,0,0,7e-04,0.01,0.2079,2e-04,2e-04,0.001,0,"E02005809"
0.0016,0.0448,0,1e-04,0.0362,1e-04,0,0.3061,0,7e-04,0.071,0.0011,0.0251,7e-04,1e-04,0,0.0015,0,0.0014,0,0.0264,1e-04,0,0,1e-04,0.0036,0.2581,6e-04,0,0,0,0,0,0.08,0,0,1e-04,0,0.0107,1e-04,0,0.0048,0.016,0.0049,0.0415,1e-04,0.0492,0,3e-04,0.013,"E02005810"
0,0.0129,0,0,0,0,0.1125,0,0,1e-04,0,0,0,0.0022,0,0,0.0073,0.0164,2e-04,0.0196,0,0,0.001,0.0376,6e-04,0.0253,0.0011,0.0063,6e-04,0.0941,0,5e-04,1e-04,0,0.0519,0,0,0,0,0.2189,5e-04,0,0,0.3097,0,4e-04,0,0.012,0,0.0682,"E02005811"
0.2512,0,0,0,4e-04,0.1282,1e-04,0.0197,1e-04,0.0149,0,0,0.0116,0.2024,1e-04,0,0,0,1e-04,0,0,0,0,0,0.0014,0.0015,0.0066,4e-04,0.2024,8e-04,0,0,0,0,0.0882,0,4e-04,0.0086,0.0037,0.0073,0,0.0047,0.009,0,2e-04,0.0287,7e-04,1e-04,0.0065,0,"E02005812"
0.0021,0.0069,0.009,0,0,0,0,0.015,0.0221,0.0101,6e-04,0,0,0.2916,0.0258,0,0,1e-04,0.1011,0,0,2e-04,1e-04,0.0065,0,2e-04,0.0437,3e-04,0,0.0282,0,0.0047,1e-04,7e-04,0,0,3e-04,0,0,0.3814,0,0,0,0,0,0,0.0478,0,0.001,4e-04,"E02005813"
0.0138,0,0,0,0.0063,3e-04,0,0.052,0.0037,0,0,0.0064,0.0163,0.0154,0,0,0,0,0.0312,0,0,0.034,0,0.0026,0.0021,0,0.0027,0,7e-04,0,0.005,0.2194,0,0,0.0542,0,0.0044,2e-04,0.5265,0,0,0,0,0,0,1e-04,0.002,0,6e-04,0,"E02005814"
0.0021,0,0.0046,0.2756,0.0055,0.0092,0.1307,0.0052,0,0.0592,0,0.098,6e-04,0.0032,0.0104,0,0,0.0034,0.0463,0.0362,6e-04,0.0335,0,0,0,0.0554,0.0412,0.0558,0.0182,0,0,0.0575,0.0014,0.0029,0.0052,0.0122,0.001,0,0,0,0,0,0,0,0.0073,0,0.0113,0.006,0,3e-04,"E02005815"
0,1e-04,0,0,0,0.0095,0,0,0.0349,1e-04,0,2e-04,0.0776,0,0,0,0.0835,0,0,9e-04,0,0.1239,0.0012,0.0018,1e-04,0,0,0.5277,0,0.0072,0.0045,6e-04,0.0032,0,0,0,0,1e-04,0,0,0.067,0,0,0.0509,3e-04,2e-04,0,0.0044,0,0,"E02005816"
0,0,0,0,0.0214,0,0.0112,3e-04,0.0871,0,0.1876,2e-04,6e-04,0.0093,0.0243,0,0,0.0087,0.1181,0.082,0,0,0.0361,0,0,6e-04,0,4e-04,0.103,0.1435,0.0028,0,0.0024,0,0,5e-04,0,0.0146,0.0044,0,0,0.0357,2e-04,0.0025,0,0.0949,0,0,0.0078,0,"E02005817"
0,0,0.0074,3e-04,0.0013,0,0,0.0383,7e-04,0.0071,0.0548,5e-04,0.0033,0,0.2724,0,0,0.026,0,3e-04,0.0462,0.0434,1e-04,0.1056,1e-04,0.0382,0,0.0398,0.001,0.018,0.0144,0,0,0,0.0026,0,0,0,0.0294,0.0147,6e-04,0,2e-04,0,0,0.1102,0.0647,1e-04,0,0.0583,"E02005818"
0,0,1e-04,9e-04,0,3e-04,1e-04,0,0,0.0027,1e-04,0.0641,0.0013,0.0489,0.017,1e-04,0,0,0.2449,0,0.0118,0,0,0,0,3e-04,0.0781,0,0,0.0035,0,0.0014,2e-04,3e-04,0.0029,0,0,0,0.0665,0,0,0,0.2715,0,0,0.1659,0,0.0166,4e-04,0,"E02005819"
0,0.0062,0,1e-04,0,0,1e-04,1e-04,0,0.0035,0,0,0.2779,2e-04,0,0,0.0417,0.0013,0,0,0.0192,1e-04,0.1476,0.0236,0,0,0,0,0,0,0.2685,0.0027,0,0,0,0,0,0.114,0.0345,0.0249,2e-04,0,0,0.0283,0,0,0,0,0.0012,0.004,"E02005820"
0.0217,0,0,0,0,0,0,2e-04,1e-04,0.2617,0.0047,2e-04,0,0,0,0,0.0179,0,1e-04,0,0,0.1185,0,0.0074,2e-04,0.0035,2e-04,1e-04,0.1307,0.0054,0.0218,0,0.0334,0.0453,3e-04,0,0.0603,0.0196,0.0123,0,0.0128,3e-04,4e-04,0,0.0025,0,0.0023,0.2147,0,0.0013,"E02005821"
0.0802,0,0,2e-04,0,0,0,0,0,0.0527,2e-04,0.0043,0,0.0579,0.001,0.0493,0.0112,0.0028,1e-04,0,0,0,6e-04,0,0.4477,0,1e-04,0,0.0066,0.0024,6e-04,0,0.0142,0.1378,0.0573,0,0,0.021,0.0091,9e-04,0,0,1e-04,5e-04,0.0037,0,0,1e-04,0.0349,0.0025,"E02005822"
0,0,0,0,0.065,0.0296,0,4e-04,0,6e-04,0,0,0,0.0053,0.3002,0,0,0.0067,0.0428,0,0,0.0202,0,0,2e-04,0,0.0022,0.0524,0.0047,0,0.0369,0,0.2315,0,0,0,0,2e-04,0.1534,7e-04,0,0,0,3e-04,0.0249,0,0,0,0.0218,0,"E02005823"
0.0035,0,0,0.1054,8e-04,0,0,4e-04,0.1001,0.004,0.0028,1e-04,0.0199,0,0.0013,0,0,0.0098,0.0076,0.0107,0,0,0.0762,0.0016,0.0948,0,2e-04,4e-04,0,4e-04,0.018,1e-04,0.2265,0.0108,0.1721,0.0067,0,0,0,0,0.0067,0,0.0041,0,2e-04,0,0.0914,2e-04,0,0.023,"E02005824"
0.1411,0,1e-04,0,1e-04,0,0,0,0,0.0017,4e-04,0,0.0015,0.0142,0,0.0413,0.0029,0,0,0,0.0278,2e-04,0,0,4e-04,0.0192,0,0,0,0,0,3e-04,0,0.0612,0.0131,0,0,0.0011,0.0217,0,0.0021,1e-04,0.0164,0.3936,3e-04,0.0125,0,0.064,0.0019,0.1607,"E02005825"
0.083,0.1132,0.0056,3e-04,0,0,0.0057,0.2159,1e-04,0,0,0,0,0.0035,0,0.0351,0.0131,0.0082,0.0011,0,0,1e-04,0.0416,0,1e-04,0,0.0373,0,0.0107,0.0021,0.0108,0,0.1422,0,0.0101,0,0.094,0,5e-04,5e-04,0.0127,2e-04,0.0024,0,1e-04,0.0015,0,0,0.0032,0.1448,"E02005826"
0.0129,0.023,0,0.3199,0,2e-04,0,0.0723,0.03,0,0,0.0092,0,0.0012,1e-04,0,9e-04,7e-04,0.0377,1e-04,2e-04,0.0088,0.0237,0.0802,0,3e-04,0.0021,0,0,0,0,0,0.0643,0,0,9e-04,0.0115,0,0.0599,0,0,0.041,0,5e-04,0.0032,0,0.1026,0.0129,0.0796,0,"E02005827"
0,0,0,0,0.0928,0,0,2e-04,0,0.0072,0,0,0.0332,0,0,6e-04,1e-04,0,0,0.0015,0.0046,0,0.0066,0.0584,0.0083,0,0.0032,0,2e-04,0.0042,0.0274,0.043,0,1e-04,0,0,0.1395,0.0105,0.115,0,0,0.1491,2e-04,0.0971,0.1591,0.0033,2e-04,7e-04,0.0337,0,"E02005828"
0,0,0,0.0026,1e-04,0,0.0346,0,0,0,0.0098,0,0.0039,0,0.0072,0,0,0.0041,2e-04,0.1894,0.0036,2e-04,0.0452,0,0.0055,0,0.0966,0,0,0.0464,6e-04,0.0037,1e-04,2e-04,0,0.0059,0,0.483,0,0,0.0057,0.0176,0,0,0,0,2e-04,0.004,0.0296,0,"E02005829"
0,1e-04,0,0.0039,0,0.0227,3e-04,7e-04,0,0,0.0636,0.0971,0.0097,0.0058,0.1712,0.0061,0,0.0013,0,0.0129,0,0.0022,0,0,0,0,0,0,0,0,0,0,6e-04,0.0016,0.4172,0,0.009,0,0.0121,0,0,0,0.0732,0.0123,0.0035,0,0.0716,0.0013,0,2e-04,"E02005830"
0.0328,0,0,0,2e-04,0,0.0597,0.0526,8e-04,0.0208,0,1e-04,0,0.0056,0.0284,3e-04,0,0.4163,0.0055,2e-04,0.0034,0.0011,0.003,0,0,0,0,0,0,0.2418,0,0,5e-04,0,0.0259,0,0.0013,0,0.0166,0.0063,0,0,0,0.0039,2e-04,0.0381,0.0018,0,0.0308,0.0017,"E02005831"
